"name","set","collector number","scryfallId","tcgplayerProductId"
"Squirrel Mob","BLC","85","7db8f11d-19c4-4b5b-8cb8-2ca86534ad2c","559617"
"Baleful Strix","BLC","86","7204e5b5-fdd1-4831-8dfa-d4d02ccaaf4d","559609"
"Derevi, Empyrial Tactician","BLC","87","5f538b4e-6ad4-4d30-8699-88bcbde8bf69","559611"
"The Gitrog Monster","BLC","88","f74298f2-c9f7-4c5d-9fab-8fd8d6952059","559610"
"Ishai, Ojutai Dragonspeaker","BLC","89","8acdce6e-ca27-4b4a-b4d9-a4ceed3bf0e3","559612"
"Kwain, Itinerant Meddler","BLC","90","941f5231-5620-45e5-9f00-a7f64f0385dc","559613"
"Kykar, Wind's Fury","BLC","91","013fdf2d-8fa5-4d84-9a4d-e39dbed1c31b","559615"
"Teferi, Time Raveler","BLC","92","5a47d968-bba0-4277-b5d7-eb9e1acd7953","559616"
"Jace, the Mind Sculptor","BLC","93","97c67e86-5aa5-4136-a15c-c0c5704e2b94","558589"
"Liliana of the Dark Realms","BLC","94","ae319473-9594-4395-bd53-a7c91864b0e7","558413"
"Chatterfang, Squirrel General","BLC","95","798d161f-230d-4115-8351-ec6e33ed1730","558590"
"Nissa, Who Shakes the World","BLC","96","f916e752-af10-4073-af6a-b137c0b4139a","558410"
"Elspeth, Sun's Champion","BLC","97","6f816d97-10f0-4d92-aa21-254754530554","559726"
"Domri, Anarch of Bolas","BLC","98","c3aa2926-050c-460d-b26d-e44a39258dcc","559983"
"Garruk, Cursed Huntsman","BLC","99","3874f322-9847-4a63-b7e1-718abbe1e0bd","559926"
"Tamiyo, Field Researcher","BLC","100","5899d4c5-e6b8-48e9-9044-b5b34a1284f9","558393"
"Bello, Bard of the Brambles","BLC","101","a1b46777-bf87-4cbd-9e85-ab0be33f0362","560456"
"Hazel of the Rootbloom","BLC","102","e68bb0bf-2907-4413-bfe3-c5f1b40c2b93","561142"
"Ms. Bumbleflower","BLC","103","5c75bab8-02d0-477c-bfb1-dace7cb33a1f","560459"
"Zinnia, Valley's Voice","BLC","104","6263bd74-3f44-4206-8d4d-f90c333b601d","560453"
"Cut a Deal","BLC","105","27a233b3-aeb3-4bc4-8c81-fcca514c3eb5","559725"
"Generous Gift","BLC","106","ee0e17cb-a729-4be9-9fe3-e71ba45f0a6e","560025"
"Loyal Warhound","BLC","107","1d01ce54-3f64-465e-835a-27c55753926b","559730"
"Martial Impetus","BLC","108","5b114cfe-3cec-43b8-b20f-01a1436aa25a","559900"
"Swords to Plowshares","BLC","109","948cdb9d-adae-4161-a233-7f7d28b3e1a7","559797"
"Chart a Course","BLC","110","b005b866-b83c-4413-9db7-465f614a4029","559723"
"Rapid Hybridization","BLC","111","213bdaac-8044-4af3-b568-2859e3087082","559735"
"Wizard Class","BLC","112","6b429f7a-da0c-4570-87ed-9945a657fe11","559800"
"Saw in Half","BLC","113","90f8de01-c1bd-4533-9e98-61e7d25dcf88","560019"
"Blasphemous Act","BLC","114","fb01696a-855c-45af-804c-d41acb6496e1","560011"
"Chaos Warp","BLC","115","7a050532-1e75-4212-acb0-ec740378af10","559902"
"Sunbird's Invocation","BLC","116","1512eddf-7a24-4f0a-967f-85e51cc08907","559880"
"Warstorm Surge","BLC","117","604a6feb-0586-479c-a7b9-60abe9a13eb1","559885"
"Beastmaster Ascension","BLC","118","1bccf8a9-d135-431e-bcc0-15ab29f8f8cb","560047"
"Farseek","BLC","119","6c41b3c9-bbed-447d-a952-250bb7091a9e","559948"
"Harmonize","BLC","120","bb27bd6f-dec5-4e05-b228-d606a03380ad","560029"
"Prosperous Innkeeper","BLC","121","eed76e15-6456-4ddc-addf-f0e6eff8bb6a","559989"
"Rites of Flourishing","BLC","122","36459b89-b273-43c9-aeab-86bcd60edfd1","559898"
"Second Harvest","BLC","123","1ee78a73-10af-461a-9fd3-962fc1f0ccb0","560021"
"Tempt with Discovery","BLC","124","580bbd5b-795e-41fe-b061-579c42218670","559798"
"Casualties of War","BLC","125","c579edb6-acba-4e44-b3d6-693cd4e0e2d8","560041"
"Maelstrom Pulse","BLC","126","d8f4d07b-2fc1-4d86-865b-b35526850c8e","560043"
"Arcane Signet","BLC","127","28180667-cc1e-4f64-9a69-00425ef85ba0","559719"
"Boros Signet","BLC","128","03c9e279-861a-416b-99fb-68f752882ac2","559721"
"Sol Ring","BLC","129","fff440c0-7e6a-46c2-9989-f1b5af20fd44","559736"
"Command Tower","BLC","130","63a39996-48b7-42bb-9759-a42382ee0468","559724"
"Exotic Orchard","BLC","131","e6d8d98d-29b2-4ca2-bbda-4db2e8f6ae0b","559727"
"Reliquary Tower","BLC","132","c4bb10b5-13ee-43b9-8d5f-4ef812373d20","559973"
"Swarmyard","BLC","133","5dd51c2a-99ad-4866-9e0c-162746cb04d3","560030"
"Angel of the Ruins","BLC","134","dd6a9c1c-b484-49c5-aa0f-ca2fb1e6a3ef","559810"
"Baird, Steward of Argive","BLC","135","5165b4fa-ce48-49c3-9cb3-dc6ece8c0f08","559931"
"Blade Splicer","BLC","136","8ea1a510-ec87-4c93-bcf2-0c91738b008f","559804"
"Boss's Chauffeur","BLC","137","8936a2b6-4b00-4d74-bebb-a76d6f6b09b1","560147"
"Dusk // Dawn","BLC","138","00bbcc83-7307-46cc-b164-e1ff502d18a3","560149"
"Hanged Executioner","BLC","139","2791a28a-30fa-4f1a-9f05-f3db155b6f06","559807"
"Hoofprints of the Stag","BLC","140","111fd453-244a-49f1-88e7-7cf1b8e975ee","559896"
"Inspiring Overseer","BLC","141","4b54cc11-c881-4fad-a43c-c085fcf3f231","559823"
"Jazal Goldmane","BLC","142","eb9666d0-2100-40e0-a065-165ccc5c0d28","559802"
"Loran of the Third Path","BLC","143","647e6b32-c755-4700-b151-6a174dbb2bd0","559901"
"Luminous Broodmoth","BLC","144","c5a4b212-bc60-4a58-b5f6-4012a3158785","560172"
"Mangara, the Diplomat","BLC","145","26f0d639-9d7f-4a90-bbfd-f942bd59a89b","559905"
"Martial Coup","BLC","146","d8e79f95-6733-476e-9bff-408e90f151c0","559838"
"Path to Exile","BLC","147","a5b070f2-f2f2-4ccd-9a4b-d19ea01b2298","559845"
"Promise of Loyalty","BLC","148","bc537e6b-17bd-4908-a7b2-a4efa4f20c02","559938"
"Realm-Cloaked Giant // Cast Off","BLC","149","616d22fc-ab08-4e2d-8f0b-496a4ae1789e","559907"
"Restoration Angel","BLC","150","e27a8eb2-9a7d-4349-b414-0655d86836b1","559808"
"Riot Control","BLC","151","f0ca86cd-1b24-4abc-a877-c3aee6acf873","560031"
"Secret Rendezvous","BLC","152","e198cc9f-a03c-49f2-8270-80864ce17508","559942"
"Selfless Spirit","BLC","153","975a2d50-4230-4f13-b54e-5e0d27c7261a","559803"
"Skyclave Apparition","BLC","154","a76c56a3-db5c-4884-8c6a-bf8105b62421","560179"
"Spirited Companion","BLC","155","ada3dc9c-2f83-4f52-8776-ef23d45cc4eb","559822"
"Storm of Souls","BLC","156","675b26d6-8cfc-4c46-b396-7af8978f8caa","559839"
"Sun Titan","BLC","157","28d5eee5-bab8-4a26-83cd-16a3c07fb7b6","559811"
"Sunscorch Regent","BLC","158","da3ae3b5-a68c-4cca-adb5-5c350510bff0","559903"
"Tenuous Truce","BLC","159","387d54f1-bf1d-44f1-9576-cc912a51358c","559895"
"Aether Channeler","BLC","160","213df60e-5ada-41ff-98e6-0ba094a6bed2","559812"
"Aetherize","BLC","161","468aeb4d-d970-4332-8e8b-a3d57cb661a9","559847"
"Bident of Thassa","BLC","162","60a9018a-24a9-4c25-89ca-4ac52a60fbf1","559848"
"Body of Knowledge","BLC","163","58811652-dff7-4b96-b4f0-86f99bac88bf","559924"
"Chasm Skulker","BLC","164","87523249-4397-41b8-8ee8-fcb1d2dd9853","559923"
"Curiosity Crafter","BLC","165","34473117-ede4-492d-bdd1-e89818cfbf5c","559815"
"Illusionist's Gambit","BLC","166","bfe27186-7e6e-4ad6-8980-28d7e26b4d86","560015"
"Illusory Ambusher","BLC","167","e4f6a399-a5af-4f8a-ac57-c26fd3fb033b","559825"
"Intellectual Offering","BLC","168","78fa7463-cd59-4654-ada8-7854efee5aa4","560014"
"Junk Winder","BLC","169","0ee1b75a-18e3-43ce-a1db-b27fd1771279","559827"
"An Offer You Can't Refuse","BLC","170","b9ee82ee-4899-496e-80a6-e3403f6b364f","560186"
"Perplexing Test","BLC","171","b91b660b-e04b-480c-a0ed-eb82d3201c7c","560022"
"Pull from Tomorrow","BLC","172","29ba0373-d86a-4015-914c-0182002e8fea","559844"
"Rowdy Research","BLC","173","22737b82-bb81-4e4d-8ce7-7f06c5692d9b","559846"
"Shield Broker","BLC","174","173e4f62-96b0-4ee8-a809-045a29aabae0","559814"
"Sphinx of Enlightenment","BLC","175","3307e9c8-c4c1-480c-94a1-78332eaaac14","559908"
"Stolen by the Fae","BLC","176","40e3c160-3dff-4bf4-9be2-c2446f20a305","559840"
"Tetsuko Umezawa, Fugitive","BLC","177","21625c5c-7a9c-498d-afb6-ea57dea33fc6","559828"
"Triskaidekaphile","BLC","178","10c7b3b1-32f4-49b1-aa39-02d3ef29a727","559920"
"Bastion of Remembrance","BLC","179","3be363dc-70f0-4de3-b7de-5e4db2264883","560049"
"Chittering Witch","BLC","180","16e8e655-2da1-46c9-b9fb-223dd366698b","559932"
"Deadly Dispute","BLC","181","61f2155e-c3b2-4c8e-b5b0-25dd5e29228c","560032"
"Decree of Pain","BLC","182","e64e60e8-67a3-4329-8232-d0f73c09be62","560037"
"Morbid Opportunist","BLC","183","318370d0-1c12-4228-b2c9-2a766e234091","559968"
"Nadier's Nightblade","BLC","184","b533e358-3b30-4719-a2a3-13fb9ea817c6","560065"
"Nested Shambler","BLC","185","202011d5-755e-497b-b4a7-f2b6e6a0b464","559982"
"Ogre Slumlord","BLC","186","b70293ae-d50d-44bf-aaa3-689727056ec5","560206"
"Plaguecrafter","BLC","187","7092aa38-4f05-4b18-b894-d55ca9fe9b15","559971"
"Plumb the Forbidden","BLC","188","eaea189c-9973-435e-975d-dc47a331b28a","560027"
"Woe Strider","BLC","189","05b2af75-2e29-446b-b3d0-00b5e5d50b3c","559937"
"Zulaport Cutthroat","BLC","190","340efd40-6e1d-440e-b209-9b4993884e1d","559984"
"Abrade","BLC","191","c1466ae6-9dbc-4ead-844b-9b1ba7274baf","559909"
"Berserkers' Onslaught","BLC","192","83c64ec3-ad6d-45d8-a44a-fd557d1ad2bf","560215"
"Big Score","BLC","193","243b460e-e67a-40d7-a874-a61fdb011c5a","559906"
"Combat Celebrant","BLC","194","3e611db6-0819-487c-bc05-17c92d79c75b","559819"
"Devilish Valet","BLC","195","991eca84-5562-40e1-bc63-12dc469779b6","559816"
"Etali, Primal Storm","BLC","196","8dd1b0e5-b197-4e8a-a34f-e0b16a928fb0","559824"
"Gratuitous Violence","BLC","197","bab5985d-636e-41e3-8138-3e108eef8221","559883"
"Inferno Titan","BLC","198","5b99f2f2-7000-401a-9201-b604238baf7a","559820"
"Outpost Siege","BLC","199","51f8c63e-8778-43c5-9093-f419442295cf","559873"
"Rain of Riches","BLC","200","299f81b5-20eb-465b-bd36-2acd80a4f37c","559876"
"Rose Room Treasurer","BLC","201","a13c1103-91d0-4aef-8ece-e7ceb25ffdfb","559818"
"Siege-Gang Commander","BLC","202","0befe0f5-ff7c-441a-9bb2-cbe919be10ad","559817"
"Starstorm","BLC","203","a5f3ab82-2a24-4c6c-bdd9-f2bd5adca144","559904"
"Thopter Engineer","BLC","204","2933e3df-0cba-4e4b-87f9-70e56093da91","559830"
"Arasta of the Endless Web","BLC","205","6dda8d6b-fd31-4908-a953-20c180a33e56","559941"
"Beast Within","BLC","206","601c59cf-f3df-4003-9ae9-613a1d4a620b","559912"
"Bootleggers' Stash","BLC","207","c10525b5-067c-4a30-a069-875f11f2ff19","560237"
"Broken Wings","BLC","208","bb9136d4-cacd-4e51-a2e8-aaf96d7a546d","560028"
"Chatterfang, Squirrel General","BLC","209","72ab0422-eba0-4e1e-9626-ef31b836dcd2","559964"
"Chatterstorm","BLC","210","9426c906-e665-40a4-823a-0245bc39fbda","560046"
"Chitterspitter","BLC","211","f0b80608-1455-4899-9d19-1b1d2d068744","560058"
"Cultivate","BLC","212","2d378437-4fc1-4004-a49a-98d7bac36ef5","559946"
"Deep Forest Hermit","BLC","213","f712e233-1de8-45e4-9225-790d608ac90b","559944"
"End-Raze Forerunners","BLC","214","6e4566f9-a6f5-420e-8ab8-ca505facc3d9","559939"
"Esika's Chariot","BLC","215","1f2514c2-c0c7-44f3-ab9d-48b227f039db","560238"
"Explore","BLC","216","18e5fdee-1ec4-44a2-b84c-35897f1d2912","560016"
"Forgotten Ancient","BLC","217","c90b37d1-e708-494a-bc93-b1bfbaf29de5","559910"
"Garruk's Packleader","BLC","218","109dee37-5de5-40fa-9405-8645be6c5076","559866"
"Garruk's Uprising","BLC","219","0d229647-ffe9-4428-b4d6-a318108fc550","559897"
"Ghalta, Primal Hunger","BLC","220","ef6a7dc0-35c2-4300-b0c5-28b04706291f","559829"
"Gilded Goose","BLC","221","8d3facb6-314c-4dd2-a570-4515c596163c","559955"
"Goreclaw, Terror of Qal Sisma","BLC","222","de8a64e5-9986-4692-b173-43475f4b5005","559853"
"Greater Good","BLC","223","debe9258-209a-44cb-99e9-49affd02aa32","559890"
"Grothama, All-Devouring","BLC","224","08b5301b-9f3c-4fb2-a308-a47a16c08fc0","559834"
"Jolrael, Mwonvuli Recluse","BLC","225","258bfd1a-ec8d-453d-a957-814110e2dcaf","559927"
"Kalonian Hydra","BLC","226","9a936dcd-684a-47f6-860c-2f3541d8286c","559916"
"Kodama of the East Tree","BLC","227","2ee1d489-0980-444e-8b07-107be791b76e","559832"
"Llanowar Loamspeaker","BLC","228","0dba8ffb-b7b1-411e-90c5-070b7a888e3f","559841"
"Lotus Cobra","BLC","229","3e9cc3c4-82e2-43ba-892d-91836e6ac6fc","559826"
"Managorger Hydra","BLC","230","c91b574c-dc87-4994-9d7c-e1e8a20c1527","559911"
"Path of Discovery","BLC","231","5f0dad60-90c2-41e7-bf85-4cb1343b4a9d","559894"
"Primeval Bounty","BLC","232","5e0577c4-fc62-4222-9e32-b48c58e47462","559893"
"Rampaging Baloths","BLC","233","e738d6f6-2da1-4c53-b32f-65e8a1f806a2","559836"
"Rampant Growth","BLC","234","d6e4e354-dee5-4c9d-960d-9847fca97c7a","560023"
"Rishkar, Peema Renegade","BLC","235","5c9de5df-b993-4799-b5a4-d9926da0b312","559913"
"Sakura-Tribe Elder","BLC","236","3696297a-b068-4e89-a62c-6cd5ad437618","559856"
"Shamanic Revelation","BLC","237","b4e193e8-1127-475b-9af6-d0d0c44adf49","560040"
"Spore Frog","BLC","238","3164ebb4-269a-4be6-a535-a112303f9fe8","559934"
"Squirrel Nest","BLC","239","bac26044-b41f-4c75-8bc1-26359250d8bc","560054"
"Squirrel Sovereign","BLC","240","b4356e13-655b-40b8-ad08-4e28b7464a3c","559986"
"Tear Asunder","BLC","241","1c81a779-6b91-4de2-9065-d6821a787e7d","560034"
"Tendershoot Dryad","BLC","242","3a60bdb4-53b3-46f2-b7a1-7954117b42a1","559843"
"Tireless Provisioner","BLC","243","ac73d130-ceb6-41ea-af0d-314d5adba9e6","560010"
"Toski, Bearer of Secrets","BLC","244","0b261989-b34e-4bba-90f8-2adfda58c89b","559947"
"Unnatural Growth","BLC","245","5a9d47cc-157b-4070-ae00-da1c5d7b94de","559887"
"Wolfwillow Haven","BLC","246","8506e3eb-07c1-4f5c-a2a7-c210acf6be16","560056"
"Beledros Witherbloom","BLC","247","ac47e057-86e0-4774-a3e9-b256ab317ba0","559957"
"Binding the Old Gods","BLC","248","c04bcc93-78b6-4e30-9129-76e2f4b60230","560053"
"Cloudblazer","BLC","249","0a346703-7ba4-4a4e-af14-7d4d1022ea93","559833"
"Coiling Oracle","BLC","250","9cfb4080-0f31-4352-b47a-a36955b68a18","559935"
"Decimate","BLC","251","ed38da33-c230-4eec-b7c7-3b0c5cdf727a","560013"
"Faeburrow Elder","BLC","252","9d736aef-8c9b-43bf-8214-7cf0a0ee968f","559917"
"Grumgully, the Generous","BLC","253","d8d7ac51-450e-473e-93e1-3fa9b3b6e2d4","559855"
"Kwain, Itinerant Meddler","BLC","254","cce29404-abfd-4c2c-90e5-5e04c111aa2b","560413"
"Moldervine Reclamation","BLC","255","ab923455-5d5d-495e-ac93-ae0f01e0605e","560050"
"Poison-Tip Archer","BLC","256","b7e92375-037c-4be1-8183-6261e0666e12","559975"
"Putrefy","BLC","257","916b3272-1b36-4c4e-b773-0bc696a7ef98","560035"
"Ravenous Squirrel","BLC","258","fe425d81-833f-4ab9-b0e4-a1fa8ed26426","559977"
"Selvala, Explorer Returned","BLC","259","69195842-c7ce-477b-a04f-06412aff382a","559929"
"Simic Ascendancy","BLC","260","9300abb9-2750-4de8-8c1d-dbae48a86037","559899"
"Skyfisher Spider","BLC","261","e18927dd-c50c-4fb2-8d4c-d0f853b68294","559980"
"Time Wipe","BLC","262","27e36ac4-797e-4873-a8ff-7f256b744680","559842"
"Windgrace's Judgment","BLC","263","a5adfe26-8549-4bbd-b881-527add402675","560024"
"Academy Manufactor","BLC","264","2f5b4544-70d9-45ee-84a3-fa6253a53a82","559952"
"Azorius Signet","BLC","265","0c9d0822-a6df-4cd4-80d6-520ea627791d","559850"
"Burnished Hart","BLC","266","2a7f80b8-e634-4770-b6d1-bdc05e4cbb69","559869"
"Circuit Mender","BLC","267","e572c156-3b1b-4b89-b9aa-5992aaa01d4c","559837"
"Coveted Jewel","BLC","268","90617b21-821b-4945-89b5-f5d1b57ca3aa","559951"
"Fellwar Stone","BLC","269","e99c4fec-eb21-4288-a12f-1c58c4946bae","559852"
"Ghirapur Orrery","BLC","270","2dde7d22-f235-4368-8fbe-17f6cf0508b3","559949"
"Gilded Lotus","BLC","271","725cb5db-d4b6-453b-9a10-4ab7d98e1023","559914"
"Golgari Signet","BLC","272","6a41e111-659e-4521-890f-19d814054dfc","560061"
"Gruul Signet","BLC","273","1e71ad66-28ae-4cd6-ac71-d8710e9ea9cd","559921"
"Haywire Mite","BLC","274","de49db1e-3cb7-4f1a-9637-23e5820a0144","559990"
"Hedron Archive","BLC","275","228ce785-033c-4973-89c7-4616a5b9c9d2","559922"
"Helm of the Host","BLC","276","898c66d5-d8e6-4a58-ba41-4650ba0e7262","559849"
"Idol of Oblivion","BLC","277","6b87b385-0ad9-4aa7-8a7e-c42b9c002a99","560060"
"Izzet Signet","BLC","278","a39b4b15-cd3e-4d30-8de2-8e584524d018","559851"
"Maskwood Nexus","BLC","279","9a8456d9-30dd-4acf-9255-e9540886df37","560057"
"Mind Stone","BLC","280","5cf95476-27ed-487d-8459-c97a921bb808","559854"
"Ornithopter of Paradise","BLC","281","3eafd20b-30a7-4e37-b4e9-1d8a61f44ee7","559835"
"Psychosis Crawler","BLC","282","8fa39403-6de1-4b05-bc95-e24a89b7fdf7","559919"
"Skullclamp","BLC","283","97b729d3-5965-4e16-a50a-1e9bf51a9f13","560063"
"Solemn Simulacrum","BLC","284","a0629730-66d4-49bd-af16-25bb949b33fc","559821"
"Spine of Ish Sah","BLC","285","033b1ee0-494f-4881-8bdf-f9436d58fd66","559915"
"Swiftfoot Boots","BLC","286","70161846-6582-49f0-a466-083f1283e85d","559954"
"Talisman of Impulse","BLC","287","ce42eaf0-dfb5-45b6-9ae9-3a73275fcbbb","560433"
"Talisman of Resilience","BLC","288","49766e23-74f5-4d6a-a882-53127028face","560062"
"Thought Vessel","BLC","289","b7a24bfc-bae0-4b21-9054-68723a1adeae","559918"
