"name","set","collector number","scryfallId","tcgplayerProductId"
"Bushy Bodyguard","BLB","166","0de60cf7-fa82-4b6f-9f88-6590fba5c863","559116"
"Cache Grab","BLB","167","dfd977dc-a7c3-4d0a-aca7-b25bd154e963","558407"
"Clifftop Lookout","BLB","168","662d3bcc-65f3-4c69-8ea1-446870a1193d","559074"
"Curious Forager","BLB","169","64653b4a-e139-45f9-a915-ab49afb6b795","559117"
"Druid of the Spade","BLB","170","6b485cf7-bad0-4824-9ba7-cb112ce4769f","559552"
"Fecund Greenshell","BLB","171","80b3e815-0e2e-4325-b1d5-5531b7b92da6","559635"
"For the Common Good","BLB","172","3ec72a27-b622-47d7-bdf3-970ccaef0d2a","559118"
"Galewind Moose","BLB","173","58706bd8-558a-43b9-9f1e-c1ff0044203b","558693"
"Hazardroot Herbalist","BLB","174","e2882982-b3a3-4762-a550-6b82db1038e8","559483"
"Heaped Harvest","BLB","175","3b5349db-0e0a-4b15-886e-0db403ef49cb","559774"
"High Stride","BLB","176","09c8cf4b-8e65-4a1c-b458-28b5ab56b390","559775"
"Hivespine Wolverine","BLB","177","821970a3-a291-4fe9-bb13-dfc54f9c3caf","559075"
"Honored Dreyleader","BLB","178","bc5ee537-52e1-474a-9326-dfacc2a758ab","559634"
"Hunter's Talent","BLB","179","e9a31863-9649-4a4f-99e4-c93729938bd7","558387"
"Innkeeper's Talent","BLB","180","941b0afc-0e8f-45f2-ae7f-07595e164611","558695"
"Keen-Eyed Curator","BLB","181","8cf33d80-0704-4dc4-8e8d-1dcbcbc35add","559484"
"Longstalk Brawl","BLB","182","c7ef748c-b5e5-4e7d-bf2e-d3e6c08edb42","558697"
"Lumra, Bellow of the Woods","BLB","183","ae4f3aaf-3960-48cd-b34b-32e4ae5ae088","541369"
"Mistbreath Elder","BLB","184","e5246540-5a84-41d8-9e30-8e7a6c0e84e1","559078"
"Overprotect","BLB","185","079e979f-b618-4625-989c-e0ea5b61ed8a","559120"
"Pawpatch Formation","BLB","186","b82c20ad-0f69-4822-ae76-770832cccdf7","559121"
"Pawpatch Recruit","BLB","187","7d4d88ba-0ee4-4f66-995b-2e50614f50ee","559486"
"Peerless Recycling","BLB","188","5f72466c-505b-4371-9366-0fde525a37e6","559071"
"Polliwallop","BLB","189","6bc4963c-d90b-4588-bdb7-85956e42a623","559069"
"Rust-Shield Rampager","BLB","190","c96b01f5-83de-4237-a68d-f946c53e31a6","559122"
"Scrapshooter","BLB","191","c42ab407-e72d-4c48-9a9e-2055b5e71c69","559777"
"Season of Gathering","BLB","192","71dd3c27-e0d5-434e-a0f3-4a95245e21c2","559123"
"Stickytongue Sentinel","BLB","193","b5fa9651-b217-4f93-9c46-9bdb11feedcb","559488"
"Stocking the Pantry","BLB","194","50e95c7b-f0b2-4276-8c5e-4191b7ba35d1","559780"
"Sunshower Druid","BLB","195","7740abc5-54e1-478d-966e-0fa64e727995","558608"
"Tender Wildguide","BLB","196","6b8bfa91-adb0-4596-8c16-d8bb64fdb26d","558370"
"Thornvault Forager","BLB","197","8c2d6b02-a453-40f9-992a-5c5542987cfb","558380"
"Three Tree Rootweaver","BLB","198","d1ab6e14-26e0-4174-b5c6-bc0f5c26b177","559784"
"Three Tree Scribe","BLB","199","ea2ca1b3-4c1a-4be5-b321-f57db5ff0528","559124"
"Treeguard Duo","BLB","200","89c8456e-c971-42b7-abf3-ff5ae1320abe","559560"
"Treetop Sentries","BLB","201","e16d4d6e-1fe5-4ff6-9877-8c849a24f5e0","558699"
"Valley Mightcaller","BLB","202","7256451f-0122-452a-88e8-0fb0f6bea3f3","559489"
"Wear Down","BLB","203","fded2b83-3b7d-4c8c-83c4-0624a1069628","558376"
"Alania, Divergent Storm","BLB","204","436d6a84-4cea-4ca7-94aa-9d08280652af","558439"
"Baylen, the Haymaker","BLB","205","00e93be2-e06b-4774-8ba5-ccf82a6da1d8","559115"
"Burrowguard Mentor","BLB","206","87138ace-3594-499e-bad5-ec76148613ea","559057"
"Camellia, the Seedmiser","BLB","207","2c16eaec-924c-42f6-9fea-07edd7ed93b9","558320"
"Cindering Cutthroat","BLB","208","b2ea10dd-21ea-4622-be27-79d03a802b85","558401"
"Clement, the Worrywort","BLB","209","7028130c-c91d-4bf7-b0b0-450f71107d7a","558580"
"Corpseberry Cultivator","BLB","210","c911a759-ed7b-452b-88a3-663478357610","558402"
"Dreamdew Entrancer","BLB","211","26bd6b0d-8606-4a37-8be3-a852f1a8e99c","558584"
"Finneas, Ace Archer","BLB","212","0dee197d-c313-4364-b52c-f83d5f579bc3","558324"
"Fireglass Mentor","BLB","213","b78fbaa3-c580-4290-9c28-b74169aab2fc","558329"
"Gev, Scaled Scorch","BLB","214","131ea976-289e-4f32-896d-27bbfd423ba9","559632"
"Glarb, Calamity's Augur","BLB","215","ffc70b2d-5a3a-49ea-97db-175a62248302","558331"
"Head of the Homestead","BLB","216","2fc20157-edd3-484d-8864-925c071c0551","558434"
"Helga, Skittish Seer","BLB","217","40339715-22d0-4f99-822b-a00d9824f27a","559059"
"Hugs, Grisly Guardian","BLB","218","f09d7f4a-c947-4389-befa-1d547d0d1237","558601"
"The Infamous Cruelclaw","BLB","219","dc6c9196-6d28-4cc2-9748-60e9632a502b","559064"
"Junkblade Bruiser","BLB","220","918fd89b-5ab7-4ae2-920c-faca5e9da7b9","558435"
"Kastral, the Windcrested","BLB","221","ebf68793-22a2-4a59-9d37-6791584edca1","558334"
"Lilysplash Mentor","BLB","222","64de7b1f-a03e-4407-91f1-e108a2f26735","558339"
"Lunar Convocation","BLB","223","a9ee50d4-c878-457b-964d-29c039ce9852","559480"
"Mabel, Heir to Cragflame","BLB","224","be6627fd-729d-44f2-b6bf-5299f49d1e3d","541372"
"Mind Drill Assailant","BLB","225","507ba708-ca9b-453e-b4c2-23b6650eb5a8","558395"
"Moonrise Cleric","BLB","226","35f2a71f-31e8-4b51-9dd4-51a5336b3b86","558394"
"Muerra, Trash Tactician","BLB","227","b40e4658-fd68-46d0-9a89-25570a023d19","558344"
"Plumecreed Mentor","BLB","228","b1aa988f-547e-449a-9f1a-296c01d68d96","558347"
"Pond Prophet","BLB","229","fb959e74-61ea-453d-bb9f-ad0183c0e1b1","558431"
"Ral, Crackling Wit","BLB","230","acfde780-899a-4c5b-a39b-f4a3ff129103","558350"
"Seedglaive Mentor","BLB","231","d21c3e41-0636-49a3-8c9c-384c5e5c9c3e","558353"
"Seedpod Squire","BLB","232","f3684577-51ce-490e-9b59-b19c733be466","558427"
"Starseer Mentor","BLB","233","6b2f6dc5-9fe8-49c1-b24c-1d99ce1da619","558354"
"Stormcatch Mentor","BLB","234","99754055-6d67-4fde-aff3-41f6af6ea764","558400"
"Tempest Angler","BLB","235","850daae4-f0b7-4604-95e7-ad044ec165c3","558398"
"Tidecaller Mentor","BLB","236","fa10ffac-7cc2-41ef-b8a0-9431923c0542","558356"
"Veteran Guardmouse","BLB","237","3db43c46-b616-4ef8-80ed-0fab345ab3d0","558436"
"Vinereap Mentor","BLB","238","29b615ba-45c4-42a1-8525-1535f0b55300","559054"
"Vren, the Relentless","BLB","239","6506277d-f031-4db5-9d16-bf2389094785","558680"
"Wandertale Mentor","BLB","240","8c399a55-d02e-41ed-b827-8784b738c118","558377"
"Ygra, Eater of All","BLB","241","b9ac7673-eae8-4c4b-889e-5025213a6151","558441"
"Zoraline, Cosmos Caller","BLB","242","b7f99fd5-5298-4b27-923d-9d31203c931a","558684"
"Barkform Harvester","BLB","243","f77049a6-0f22-415b-bc89-20bcb32accf6","558679"
"Bumbleflower's Sharepot","BLB","244","5f0affd5-5dcd-4dd1-a694-37a9aedf4084","559052"
"Fountainport Bell","BLB","245","a5c94bc0-a49d-451b-8e8d-64d46b8b8603","559114"
"Heirloom Epic","BLB","246","7839ce48-0175-494a-ab89-9bdfb7a50cb1","559629"
"Patchwork Banner","BLB","247","a8a982c8-bc08-44ba-b3ed-9e4b124615d6","559478"
"Short Bow","BLB","248","51d8b72b-fa8f-48d3-bddc-d3ce9b8ba2ea","560134"
"Starforged Sword","BLB","249","c23d8e96-b972-4c6c-b0c4-b6627621f048","559630"
"Tangle Tumbler","BLB","250","258ef349-5042-4992-bae9-9f8f54b55db0","559631"
"Three Tree Mascot","BLB","251","aaced75b-6e07-457c-8ea2-f74d99710d15","559479"
"Fabled Passage","BLB","252","8809830f-d8e1-4603-9652-0ad8b00234e9","559476"
"Fountainport","BLB","253","658cfcb7-81b7-48c6-9dd2-1663d06108cf","559627"
"Hidden Grotto","BLB","254","4ba8f2e7-8357-4862-97dc-1942d066023a","559050"
"Lilypad Village","BLB","255","7e95a7cc-ed77-4ca4-80db-61c0fc68bf50","558605"
"Lupinflower Village","BLB","256","8ab9d56f-9178-4ec9-a5f6-b934f50d8d9d","558607"
"Mudflat Village","BLB","257","53ec4ad3-9cf0-4f1b-a9db-d63feee594ab","558609"
"Oakhollow Village","BLB","258","0d49b016-b02b-459f-85e9-c04f6bdcb94e","558611"
"Rockface Village","BLB","259","62799d24-39a6-4e66-8ac3-7cafa99e6e6d","558612"
"Three Tree City","BLB","260","56f88a48-cced-4a9d-8c19-e4f105f0d8a2","558355"
"Uncharted Haven","BLB","261","68b90f54-d629-4126-82cc-13b51d6c1c3e","559113"
"Plains","BLB","262","3663ff0c-d02f-49ac-bb88-6f0dbd684337","558419"
"Plains","BLB","263","ab53b300-38b2-436c-834c-b0162dd3b757","558420"
"Plains","BLB","264","4f04188d-9a76-495d-b3a7-ee44810cf671","558418"
"Plains","BLB","265","11a94c04-b6d3-4118-b252-5146eedae4e8","558422"
"Island","BLB","266","106a5332-0104-4ec9-9e1f-806381ae4cad","558414"
"Island","BLB","267","f7b92adb-a384-4e03-8ba7-1e41b9fb2516","558416"
"Island","BLB","268","408eb23f-13fa-4f98-b316-18e3057f9136","558412"
"Island","BLB","269","2a9db98e-9f1d-4139-95c5-49f9d17a2107","558417"
"Swamp","BLB","270","faa54bef-c90e-4e9b-b94b-942ea829e0d2","558425"
"Swamp","BLB","271","dcdbc78a-7854-4a66-911f-a40b33e25f39","558428"
"Swamp","BLB","272","0223cf7f-4c6e-487f-babb-a740a15e1f0c","558424"
"Swamp","BLB","273","4650ebaf-8e9f-431c-998d-e0f426b24d41","558429"
"Mountain","BLB","274","c1bba8fb-d763-4efa-8db1-e5e81994b5f9","541382"
"Mountain","BLB","275","02244055-cbeb-4074-9482-42ec20721312","541378"
"Mountain","BLB","276","0b384d24-8771-4860-8fc1-1b74217f1c4c","541381"
"Mountain","BLB","277","8a38bea4-2d1b-442b-aad5-ab1a0ae67aac","541376"
"Forest","BLB","278","f791876a-f3fb-45b8-90a9-af846d8b8f74","558405"
"Forest","BLB","279","3a7a2a54-47e1-4694-b4f6-b7d659bb2b1f","558406"
"Forest","BLB","280","0000419b-0bba-4488-8f7a-6194544ce91e","558404"
"Forest","BLB","281","208014f4-eed8-4856-a9d9-dbac10c4aa6a","558408"
"Season of the Burrow","BLB","282","ba10fbc2-193a-4516-a8dd-8b5f8b33a9de","559042"
"Season of Weaving","BLB","283","61da9522-3844-4753-8122-d11ae2780a4c","558351"
"Season of Loss","BLB","284","2a428d58-b376-489e-8224-17a41ef6e81b","558390"
"Season of the Bold","BLB","285","e9d88763-35bd-472a-810e-02c795d0c873","558391"
"Season of Gathering","BLB","286","6e99fa55-2594-434b-9396-95b8f661bd0d","559160"
"Beza, the Bounding Spring","BLB","287","0fc98b72-d268-4ce5-93b4-57c812a24eff","558423"
"Eluge, the Shoreless Sea","BLB","288","df9da428-3af7-4027-b3f0-9138d953c37b","559643"
"Maha, Its Feathers Night","BLB","289","bfd53428-56c3-4c99-828d-665e3c2d15a8","558341"
"Rottenmouth Viper","BLB","290","7bad7555-3e5d-4096-a671-184630d38113","559524"
"Dragonhawk, Fate's Tempest","BLB","291","de4ef78d-ba5e-415e-9684-816464c5611a","559759"
"Sunspine Lynx","BLB","292","f1c414b4-3374-44e4-98b4-03193e701eb1","558712"
"Lumra, Bellow of the Woods","BLB","293","3d99587a-7fb1-41fc-b7ea-1178f9625081","541393"
"Ygra, Eater of All","BLB","294","97e0d6ca-eed9-4b57-a34a-0105c41b20b9","558360"
